Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
19,05-02-2010,1507637.17,0,20.96,2.954,131.5279032,8.35
19,12-02-2010,1536549.95,1,23.22,2.94,131.5866129,8.35
19,19-02-2010,1515976.11,0,28.57,2.909,131.637,8.35
19,26-02-2010,1373270.06,0,30.33,2.91,131.686,8.35
19,05-03-2010,1495844.57,0,32.92,2.919,131.735,8.35
19,12-03-2010,1467889.2,0,39.06,2.938,131.784,8.35
19,19-03-2010,1332940.35,0,43.74,2.96,131.8242903,8.35
19,26-03-2010,1427023.45,0,39.07,2.963,131.863129,8.35
19,02-04-2010,1642970.27,0,45.26,2.957,131.9019677,8.185
19,09-04-2010,1489613.32,0,55.66,2.992,131.9408065,8.185
19,16-04-2010,1460354.67,0,49.67,3.01,131.9809,8.185
19,23-04-2010,1456793.33,0,46.87,3.021,132.0226667,8.185
19,30-04-2010,1405065.57,0,49.89,3.042,132.0644333,8.185
19,07-05-2010,1566219.77,0,62.54,3.095,132.1062,8.185
19,14-05-2010,1437319.45,0,46.53,3.112,132.152129,8.185
19,21-05-2010,1377716.17,0,57.53,3.096,132.2230323,8.185
19,28-05-2010,1648882.62,0,68.85,3.046,132.2939355,8.185
19,04-06-2010,1519013.49,0,68.88,3.006,132.3648387,8.185
19,11-06-2010,1410683.94,0,61.64,2.972,132.4357419,8.185
19,18-06-2010,1457314.39,0,66.25,2.942,132.4733333,8.185
19,25-06-2010,1450407.32,0,72.3,2.958,132.4976,8.185
19,02-07-2010,1549018.68,0,66.25,2.958,132.5218667,8.099
19,09-07-2010,1577541.24,0,78.22,2.94,132.5461333,8.099
19,16-07-2010,1412157.02,0,74.6,2.933,132.5667742,8.099
19,23-07-2010,1372043.71,0,74.68,2.924,132.5825806,8.099
19,30-07-2010,1366395.96,0,72.83,2.932,132.5983871,8.099
19,06-08-2010,1492060.89,0,74.2,2.942,132.6141935,8.099
19,13-08-2010,1418027.08,0,72.71,2.923,132.63,8.099
19,20-08-2010,1419383.19,0,72.22,2.913,132.6616129,8.099
19,27-08-2010,1557888.16,0,66.4,2.885,132.6932258,8.099
19,03-09-2010,1623519.64,0,74.69,2.86,132.7248387,8.099
19,10-09-2010,1591453.39,1,63.36,2.837,132.7564516,8.099
19,17-09-2010,1386789.31,0,58.68,2.846,132.7670667,8.099
19,24-09-2010,1318343.58,0,63.43,2.837,132.7619333,8.099
19,01-10-2010,1379456.3,0,59.91,2.84,132.7568,8.067
19,08-10-2010,1428960.72,0,53.74,2.903,132.7516667,8.067
19,15-10-2010,1369317.63,0,51.32,2.999,132.7633548,8.067
19,22-10-2010,1357154.71,0,48.45,3.049,132.8170968,8.067
19,29-10-2010,1404576.48,0,56.11,3.055,132.8708387,8.067
19,05-11-2010,1435379.25,0,41.78,3.049,132.9245806,8.067
19,12-11-2010,1490235.86,0,40.3,3.065,132.9783226,8.067
19,19-11-2010,1377593.1,0,44.22,3.138,132.9172,8.067
19,26-11-2010,1993367.83,1,42.62,3.186,132.8369333,8.067
19,03-12-2010,1615987.96,0,36.64,3.2,132.7566667,8.067
19,10-12-2010,1799070.98,0,25.12,3.255,132.6764,8.067
19,17-12-2010,1911967.44,0,26.83,3.301,132.6804516,8.067
19,24-12-2010,2678206.42,0,26.05,3.309,132.7477419,8.067
19,31-12-2010,1275146.94,1,28.65,3.336,132.8150323,8.067
19,07-01-2011,1224175.99,0,31.34,3.351,132.8823226,7.771
19,14-01-2011,1181204.53,0,21.68,3.367,132.9510645,7.771
19,21-01-2011,1212967.84,0,22.8,3.391,133.0285161,7.771
19,28-01-2011,1284185.49,0,20.66,3.402,133.1059677,7.771
19,04-02-2011,1370562.11,0,21.02,3.4,133.1834194,7.771
19,11-02-2011,1430851.11,1,21.79,3.416,133.260871,7.771
19,18-02-2011,1457270.16,0,34.74,3.42,133.3701429,7.771
19,25-02-2011,1296658.47,0,23.24,3.452,133.4921429,7.771
19,04-03-2011,1433569.44,0,29.28,3.605,133.6141429,7.771
19,11-03-2011,1351450.43,0,35.59,3.752,133.7361429,7.771
19,18-03-2011,1257972.37,0,40.32,3.796,133.8492258,7.771
19,25-03-2011,1266564.94,0,33.26,3.789,133.9587419,7.771
19,01-04-2011,1305950.22,0,30.68,3.811,134.0682581,7.658
19,08-04-2011,1419911.91,0,41.26,3.895,134.1777742,7.658
19,15-04-2011,1392093.04,0,48.67,3.981,134.2784667,7.658
19,22-04-2011,1514288.82,0,41.66,4.061,134.3571,7.658
19,29-04-2011,1297237.7,0,54.23,4.117,134.4357333,7.658
19,06-05-2011,1451953.95,0,50.43,4.192,134.5143667,7.658
19,13-05-2011,1429143.06,0,54.2,4.211,134.593,7.658
19,20-05-2011,1355234.3,0,52.8,4.202,134.6803871,7.658
19,27-05-2011,1388553.11,0,63.2,4.134,134.7677742,7.658
19,03-06-2011,1457345.75,0,66.01,4.069,134.8551613,7.658
19,10-06-2011,1467473.63,0,68.26,4.025,134.9425484,7.658
19,17-06-2011,1418973.62,0,64.02,3.989,135.0837333,7.658
19,24-06-2011,1440785.7,0,68.4,3.964,135.2652667,7.658
19,01-07-2011,1462731.93,0,67.64,3.916,135.4468,7.806
19,08-07-2011,1465489.75,0,73.2,3.886,135.6283333,7.806
19,15-07-2011,1391580.41,0,73.7,3.915,135.7837419,7.806
19,22-07-2011,1377119.45,0,79.37,3.972,135.8738387,7.806
19,29-07-2011,1298775.8,0,74.86,4.004,135.9639355,7.806
19,05-08-2011,1408968.55,0,73.84,4.02,136.0540323,7.806
19,12-08-2011,1360969.45,0,70.92,3.995,136.144129,7.806
19,19-08-2011,1391792.69,0,71.14,3.942,136.183129,7.806
19,26-08-2011,1547729.24,0,69.34,3.906,136.2136129,7.806
19,02-09-2011,1609951.02,0,69.27,3.879,136.2440968,7.806
19,09-09-2011,1566712.79,1,68.28,3.93,136.2745806,7.806
19,16-09-2011,1365633.53,0,62.76,3.937,136.3145,7.806
19,23-09-2011,1300375.76,0,61.32,3.899,136.367,7.806
19,30-09-2011,1330757.22,0,64.99,3.858,136.4195,7.806
